Document,Date,Parliament-Session,Original Word Count,Final Word Count,Topic Coherence,Dominant Topic,Dominant Topic Value,Topic Keywords,Topic Keyword 0,Topic Keyword 1,Topic Keyword 2,Topic Keyword 3,Topic Keyword 4,Topic Keyword 5,Topic Keyword 6,Topic Keyword 7,Topic Keyword 8,Topic Keyword 9
20090605-HAN069-E.pdf,2009-06-05,40-2,50426,23838,0.3196324783304041,0,ontario,"ontario, secretari, drug, work, qubec, go, parliamentari, crime, job, justic",ontario,secretari,drug,work,qubec,go,parliamentari,crime,job,justic
20220601-HAN079-E.pdf,2022-06-01,44-1,60968,30458,0.33886117358626483,3,want,"nato, support, know, want, right, need, countri, think, make, us",nato,support,know,want,right,need,countri,think,make,us
20090525-HAN060-E.pdf,2009-05-25,40-2,61184,26483,0.39780639836755843,6,free,"trade, right, colombia, agreement, human, countri, free, want, need, labour",trade,right,colombia,agreement,human,countri,free,want,need,labour
20191206-HAN002-E.pdf,2019-12-06,43-1,37722,18072,0.2421877489737048,4,us,"want, make, need, countri, us, work, women, job, year, get",want,make,need,countri,us,work,women,job,year,get
20160307-HAN027-E.pdf,2016-03-07,42-1,73456,30159,0.4012610501719141,0,tax,"tax, benefit, incom, save, middl, cut, taxfre, money, class, help",tax,benefit,incom,save,middl,cut,taxfre,money,class,help
20210430-HAN092-E.pdf,2021-04-30,43-2,31901,15941,0.2522159662036892,4,regul,"tax, safeti, worker, work, regul, health, need, busi, support, offshor",tax,safeti,worker,work,regul,health,need,busi,support,offshor
20190613-HAN433-E.pdf,2019-06-13,42-1,70594,29212,0.3022642967131731,3,day,"like, want, common, day, question, amend, need, said, right, work",like,want,common,day,question,amend,need,said,right,work
20151210-HAN006-E.pdf,2015-12-10,42-1,79481,32535,0.3389546266979075,0,isi,"isi, forc, fight, alli, need, want, mission, like, right, common",isi,forc,fight,alli,need,want,mission,like,right,common
20201103-HAN025-E.pdf,2020-11-03,43-2,71415,34471,0.34779615341065023,6,get,"busi, support, small, need, help, pandem, get, like, work, owner",busi,support,small,need,help,pandem,get,like,work,owner
20161021-HAN095-E.pdf,2016-10-21,42-1,38753,15622,0.3968854869955622,0,tax,"tax, cpp, increas, go, benefit, plan, want, know, retir, pension",tax,cpp,increas,go,benefit,plan,want,know,retir,pension
20120427-HAN112-E.pdf,2012-04-27,41-1,53382,25401,0.365709903229614,6,age,"senior, abus, ontario, parliamentari, person, human, age, elder, traffick, qubec",senior,abus,ontario,parliamentari,person,human,age,elder,traffick,qubec
20130326-HAN229-E.pdf,2013-03-26,41-1,83643,35943,0.31521258757556436,5,billion,"budget, job, support, fund, like, billion, need, invest, econom, want",budget,job,support,fund,like,billion,need,invest,econom,want
20140224-HAN050-E.pdf,2014-02-24,41-2,71539,29187,0.30978249153338816,6,common,"elect, vote, get, hear, say, make, common, want, know, like",elect,vote,get,hear,say,make,common,want,know,like
20160310-HAN030-E.pdf,2016-03-10,42-1,76930,31287,0.31346889115740584,6,us,"citizenship, citizen, countri, immigr, want, like, us, right, common, new",citizenship,citizen,countri,immigr,want,like,us,right,common,new
20080226-HAN054-E.pdf,2008-02-26,39-2,61645,25247,0.3022115608097095,3,want,"afghanistan, mission, countri, want, us, develop, know, work, like, take",afghanistan,mission,countri,want,us,develop,know,work,like,take
20160929-HAN084-E.pdf,2016-09-29,42-1,70718,30025,0.3251966875263887,2,arm,"right, export, arm, countri, human, issu, need, import, busi, work",right,export,arm,countri,human,issu,need,import,busi,work
20181129-HAN361-E.pdf,2018-11-29,42-1,78491,33299,0.23385210765409653,6,whale,"budget, languag, us, right, common, support, whale, get, like, need",budget,languag,us,right,common,support,whale,get,like,need
20100928-HAN072-E.pdf,2010-09-28,40-3,72895,30373,0.3787864285079737,3,form,"censu, inform, data, form, need, long, know, question, make, want",censu,inform,data,form,need,long,know,question,make,want
20160517-HAN057-E.pdf,2016-05-17,42-1,73663,30727,0.3037050183207292,3,right,"work, import, may, right, access, need, person, make, like, want",work,import,may,right,access,need,person,make,like,want
20171208-HAN248-E.pdf,2017-12-08,42-1,35778,15094,0.257980087184618,5,work,"mental, health, report, crimin, right, work, secretari, commun, issu, common",mental,health,report,crimin,right,work,secretari,commun,issu,common
20180528-HAN302-E.pdf,2018-05-28,42-1,66998,28631,0.23695466852948205,2,right,"local, food, right, report, common, get, like, nation, use, mani",local,food,right,report,common,get,like,nation,use,mani
20150331-HAN193-E.pdf,2015-03-31,41-2,73824,31566,0.3252464079127222,0,safeti,"safeti, rail, railway, transport, commun, inform, common, make, oil, system",safeti,rail,railway,transport,commun,inform,common,make,oil,system
20140402-HAN067-E.pdf,2014-04-02,41-2,34788,14219,0.21606754635687406,3,servic,"veteran, health, care, servic, right, use, affair, parti, commission, need",veteran,health,care,servic,right,use,affair,parti,commission,need
20090915-HAN081-E.pdf,2009-09-15,40-2,73947,31769,0.34174374715951344,0,trade,"trade, agreement, colombia, countri, right, free, support, human, labour, world",trade,agreement,colombia,countri,right,free,support,human,labour,world
20100323-HAN015-E.pdf,2010-03-23,40-3,75553,32895,0.4643554837261652,6,plan,"women, health, countri, matern, develop, access, plan, children, world, agre",women,health,countri,matern,develop,access,plan,children,world,agre
20171124-HAN238-E.pdf,2017-11-24,42-1,40971,16840,0.19825154977811138,6,hous,"work, nation, homeless, need, use, want, hous, commun, know, take",work,nation,homeless,need,use,want,hous,commun,know,take
20111129-HAN056-E.pdf,2011-11-29,41-1,79969,33759,0.3308772630475892,5,say,"crime, work, victim, sentenc, support, say, crimin, justic, commun, make",crime,work,victim,sentenc,support,say,crimin,justic,commun,make
20131203-HAN029-E.pdf,2013-12-03,41-2,79326,35618,0.32830192818383963,6,question,"budget, job, say, english, common, tax, question, econom, countri, ms",budget,job,say,english,common,tax,question,econom,countri,ms
20200129-HAN010-E.pdf,2020-01-29,43-1,37792,18290,0.3503551534942146,3,cbsa,"complaint, work, review, cbsa, trudeau, servic, right, legisl, ensur, support",complaint,work,review,cbsa,trudeau,servic,right,legisl,ensur,support
20080404-HAN072-E.pdf,2008-04-04,39-2,52695,24353,0.3145960353599131,2,secretari,"parliamentari, ontario, secretari, year, immigr, budget, anim, make, say, qubec",parliamentari,ontario,secretari,year,immigr,budget,anim,make,say,qubec
20061204-HAN090-E.pdf,2006-12-04,39-1,72271,31466,0.3733299069611906,2,take,"air, greenhous, take, chang, target, us, emiss, tax, action, use",air,greenhous,take,chang,target,us,emiss,tax,action,use
20170510-HAN174-E.pdf,2017-05-10,42-1,35003,14435,0.282680802469912,4,trudeau,"question, food, work, may, trudeau, right, label, need, common, make",question,food,work,may,trudeau,right,label,need,common,make
20061027-HAN071-E.pdf,2006-10-27,39-1,55216,25319,0.41384249383716604,0,ontario,"ontario, budget, get, secretari, parliamentari, work, tax, centr, qubec, common",ontario,budget,get,secretari,parliamentari,work,tax,centr,qubec,common
20090428-HAN047-E.pdf,2009-04-28,40-2,72942,30338,0.4634096527832439,1,tax,"quebec, tax, harmon, feder, provinc, good, compens, ontario, gst, nation",quebec,tax,harmon,feder,provinc,good,compens,ontario,gst,nation
20121128-HAN187-E.pdf,2012-11-28,41-1,44206,18091,0.30178959035829955,2,first,"nation, vote, first, common, requir, indian, new, report, debat, tax",nation,vote,first,common,requir,indian,new,report,debat,tax
20221021-HAN115-E.pdf,2022-10-21,44-1,39404,18486,0.2350273215377376,1,disabl,"hous, disabl, need, judg, work, support, like, person, issu, common",hous,disabl,need,judg,work,support,like,person,issu,common
20181207-HAN367-E.pdf,2018-12-07,42-1,39228,15672,0.2667708224244483,0,record,"record, us, crimin, common, like, border, point, issu, indigen, commun",record,us,crimin,common,like,border,point,issu,indigen,commun
20130607-HAN265-E.pdf,2013-06-07,41-1,50379,24239,0.3648693237161486,1,ontario,"parliamentari, ontario, secretari, econom, senior, qubec, fund, develop, commun, job",parliamentari,ontario,secretari,econom,senior,qubec,fund,develop,commun,job
20090205-HAN009-E.pdf,2009-02-05,40-2,74608,31543,0.35780683702631066,6,measur,"trade, state, us, unit, american, econom, measur, agreement, work, job",trade,state,us,unit,american,econom,measur,agreement,work,job
20141008-HAN125-E.pdf,2014-10-08,41-2,41202,16693,0.4388867133529426,4,roug,"park, nation, protect, legisl, roug, urban, ecolog, get, issu, mani",park,nation,protect,legisl,roug,urban,ecolog,get,issu,mani
20121002-HAN157-E.pdf,2012-10-02,41-1,74678,32047,0.3482941080464101,4,countri,"invest, foreign, busi, benefit, countri, import, compani, need, know, review",invest,foreign,busi,benefit,countri,import,compani,need,know,review
20071018-HAN003-E.pdf,2007-10-18,39-2,73273,30601,0.24317720612221544,0,us,"us, crime, want, throne, say, countri, parti, common, make, help",us,crime,want,throne,say,countri,parti,common,make,help
20190222-HAN385-E.pdf,2019-02-22,42-1,38708,15742,0.40210003807758365,1,justic,"work, justic, make, forc, right, common, need, system, arm, support",work,justic,make,forc,right,common,need,system,arm,support
20230508-HAN192-E.pdf,2023-05-08,44-1,108187,48607,0.31879684923375246,0,foreign,"foreign, know, say, us, talk, common, need, question, take, think",foreign,know,say,us,talk,common,need,question,take,think
20130226-HAN214-E.pdf,2013-02-26,41-1,74940,32773,0.3847017519159809,4,plan,"infrastructur, fund, need, invest, plan, municip, commun, project, feder, like",infrastructur,fund,need,invest,plan,municip,commun,project,feder,like
20171002-HAN210-E.pdf,2017-10-02,42-1,48212,21113,0.2564320355077488,6,us,"oil, coast, protect, import, commun, tanker, us, marin, first, right",oil,coast,protect,import,commun,tanker,us,marin,first,right
20120507-HAN118-E.pdf,2012-05-07,41-1,76054,32578,0.2617486198813112,3,countri,"budget, job, nation, countri, year, tax, import, park, like, econom",budget,job,nation,countri,year,tax,import,park,like,econom
20180214-HAN264-E.pdf,2018-02-14,42-1,73695,32381,0.28549183610749773,0,indigen,"indigen, system, right, justic, work, commun, peopl, nation, need, common",indigen,system,right,justic,work,commun,peopl,nation,need,common
20231121-HAN252-E.pdf,2023-11-21,44-1,65596,30687,0.2733453774749884,3,hous,"airport, get, servic, hous, make, us, air, go, want, transport",airport,get,servic,hous,make,us,air,go,want,transport
20160218-HAN020-E.pdf,2016-02-18,42-1,74799,31731,0.3777582961168672,0,israel,"israel, bd, movement, support, right, antisemit, say, like, state, isra",israel,bd,movement,support,right,antisemit,say,like,state,isra
20080312-HAN065-E.pdf,2008-03-12,39-2,51041,20359,0.31992117698105943,5,common,"death, penalti, vote, right, support, common, countri, agre, day, say",death,penalti,vote,right,support,common,countri,agre,day,say
20120329-HAN102-E.pdf,2012-03-29,41-1,60431,25801,0.33912226428829145,4,panama,"trade, agreement, countri, right, panama, job, free, worker, make, say",trade,agreement,countri,right,panama,job,free,worker,make,say
20190506-HAN410-E.pdf,2019-05-06,42-1,70322,28962,0.444634936476946,5,get,"record, pardon, cannabi, crimin, make, get, possess, elect, us, like",record,pardon,cannabi,crimin,make,get,possess,elect,us,like
20060515-HAN023-E.pdf,2006-05-15,39-1,70742,29596,0.2992416607224609,3,incom,"budget, tax, us, incom, year, billion, need, care, like, money",budget,tax,us,incom,year,billion,need,care,like,money
20200429-HAN035-E.pdf,2020-04-29,43-1,34051,15758,0.2873692926642759,2,benefit,"student, work, benefit, get, job, help, want, need, make, support",student,work,benefit,get,job,help,want,need,make,support
20220210-HAN028-E.pdf,2022-02-10,44-1,72289,33630,0.3294036365044181,2,want,"vaccin, health, want, say, countri, need, restrict, get, ask, think",vaccin,health,want,say,countri,need,restrict,get,ask,think
20100920-HAN066-E.pdf,2010-09-20,40-3,94055,42070,0.21324765628614625,3,right,"fund, question, respons, right, provis, need, order, use, countri, person",fund,question,respons,right,provis,need,order,use,countri,person
20170222-HAN145-E.pdf,2017-02-22,42-1,46149,19755,0.33402282513700954,0,preclear,"preclear, us, right, travel, unit, know, offic, state, work, good",preclear,us,right,travel,unit,know,offic,state,work,good
20090306-HAN025-E.pdf,2009-03-06,40-2,53028,25348,0.30516359068127324,5,industri,"trade, ontario, countri, work, shipbuild, industri, parliamentari, secretari, get, state",trade,ontario,countri,work,shipbuild,industri,parliamentari,secretari,get,state
20220511-HAN069-E.pdf,2022-05-11,44-1,73938,35166,0.3368894096250981,0,content,"content, want, say, need, right, like, broadcast, regul, question, make",content,want,say,need,right,like,broadcast,regul,question,make
20100531-HAN052-E.pdf,2010-05-31,40-3,100732,44518,0.28436351172953067,0,energi,"energi, budget, invest, us, environment, fund, common, billion, million, project",energi,budget,invest,us,environment,fund,common,billion,million,project
20110608-HAN005-E.pdf,2011-06-08,41-1,43391,17623,0.31243975421941317,1,job,"budget, job, us, tax, like, work, econom, go, plan, common",budget,job,us,tax,like,work,econom,go,plan,common
20091210-HAN128-E.pdf,2009-12-10,40-2,84559,34522,0.34033452130311115,3,nation,"right, inform, document, nation, get, common, say, forc, take, order",right,inform,document,nation,get,common,say,forc,take,order
20110308-HAN141-E.pdf,2011-03-08,40-3,68676,28416,0.30073733082827164,1,elect,"parti, elect, money, women, day, common, court, use, question, elector",parti,elect,money,women,day,common,court,use,question,elector
20100504-HAN039-E.pdf,2010-05-04,40-3,79911,32781,0.3208553549124789,6,us,"lobbi, lobbyist, parliamentari, secretari, know, offic, us, want, like, pay",lobbi,lobbyist,parliamentari,secretari,know,offic,us,want,like,pay
20160202-HAN014-E.pdf,2016-02-02,42-1,71828,30207,0.31416852555375874,6,issu,"women, pay, equiti, equal, work, right, issu, today, support, us",women,pay,equiti,equal,work,right,issu,today,support,us
20110303-HAN138-E.pdf,2011-03-03,40-3,76471,31127,0.3587765567334458,0,elect,"elect, want, vote, common, represent, reform, countri, need, parti, get",elect,want,vote,common,represent,reform,countri,need,parti,get
20100309-HAN005-E.pdf,2010-03-09,40-3,73216,31645,0.3473242060791763,1,plan,"budget, plan, tax, support, billion, job, econom, work, million, go",budget,plan,tax,support,billion,job,econom,work,million,go
20220220-HAN035-E.pdf,2022-02-20,44-1,139005,64991,0.28431563979715785,1,ottawa,"emerg, ottawa, protest, use, polic, law, order, right, want, invok",emerg,ottawa,protest,use,polic,law,order,right,want,invok
20120514-HAN123-E.pdf,2012-05-14,41-1,105454,45171,0.2403859130841306,6,like,"right, work, iran, copyright, artist, use, like, human, make, iranian",right,work,iran,copyright,artist,use,like,human,make,iranian
20171130-HAN242-E.pdf,2017-11-30,42-1,78220,32188,0.26143315478504553,4,report,"consult, work, immigr, say, report, first, nation, like, need, get",consult,work,immigr,say,report,first,nation,like,need,get
20180508-HAN294-E.pdf,2018-05-08,42-1,79100,34111,0.45305752198721966,2,price,"carbon, tax, price, chang, cost, make, plan, know, climat, busi",carbon,tax,price,chang,cost,make,plan,know,climat,busi
20150223-HAN177-E.pdf,2015-02-23,41-2,67364,28904,0.36682729531938524,2,secur,"us, threat, secur, nation, law, terrorist, legisl, terror, right, new",us,threat,secur,nation,law,terrorist,legisl,terror,right,new
20131209-HAN033-E.pdf,2013-12-09,41-2,77212,32764,0.38457422201311103,4,increas,"plan, pension, said, cpp, increas, busi, econom, question, year, support",plan,pension,said,cpp,increas,busi,econom,question,year,support
20060504-HAN016-E.pdf,2006-05-04,39-1,75054,31711,0.3555570985907783,3,children,"child, care, famili, children, parent, plan, space, work, day, need",child,care,famili,children,parent,plan,space,work,day,need
20130531-HAN260-E.pdf,2013-05-31,41-1,55877,26434,0.2884553143871264,4,nation,"park, island, parliamentari, secretari, nation, ontario, offic, amend, claus, may",park,island,parliamentari,secretari,nation,ontario,offic,amend,claus,may
20221101-HAN122-E.pdf,2022-11-01,44-1,73077,34417,0.28104236854078796,3,app,"food, cost, million, app, need, arrivecan, health, want, get, support",food,cost,million,app,need,arrivecan,health,want,get,support
20141029-HAN134-E.pdf,2014-10-29,41-2,44266,19307,0.3636930558493586,1,busi,"job, busi, year, countri, tax, new, work, plan, budget, creat",job,busi,year,countri,tax,new,work,plan,budget,creat
20110301-HAN136-E.pdf,2011-03-01,40-3,66491,27254,0.2307431881205673,1,right,"inform, right, state, us, servic, get, secur, know, need, want",inform,right,state,us,servic,get,secur,know,need,want
20120208-HAN076-E.pdf,2012-02-08,41-1,41699,16822,0.2798569624572343,6,make,"right, like, copyright, us, want, common, make, new, take, work",right,like,copyright,us,want,common,make,new,take,work
20140214-HAN049-E.pdf,2014-02-14,41-2,46993,22251,0.286223067488605,0,develop,"develop, parliamentari, territori, ontario, northwest, qubec, secretari, state, nation, need",develop,parliamentari,territori,ontario,northwest,qubec,secretari,state,nation,need
20130509-HAN250-E.pdf,2013-05-09,41-1,99672,43494,0.35428626858378687,2,billion,"nation, first, billion, auditor, report, money, know, gener, use, question",nation,first,billion,auditor,report,money,know,gener,use,question
20070529-HAN159-E.pdf,2007-05-29,39-1,71874,29439,0.3219991490104294,4,want,"fisheri, consult, fish, say, want, think, commun, common, year, could",fisheri,consult,fish,say,want,think,commun,common,year,could
20181017-HAN336-E.pdf,2018-10-17,42-1,44701,17884,0.2339327332804964,1,work,"right, work, know, trudeau, pension, harass, want, violenc, support, compani",right,work,know,trudeau,pension,harass,want,violenc,support,compani
20130417-HAN234-E.pdf,2013-04-17,41-1,29522,12311,0.29532999742272814,2,question,"right, tax, question, first, nation, common, women, debat, famili, leader",right,tax,question,first,nation,common,women,debat,famili,leader
20180321-HAN273-E.pdf,2018-03-21,42-1,41745,17382,0.25618440359441347,6,support,"tax, budget, question, work, money, like, support, servic, need, job",tax,budget,question,work,money,like,support,servic,need,job
20060920-HAN049-E.pdf,2006-09-20,39-1,42158,16953,0.20175343792490305,5,issu,"hunt, transport, right, make, fish, issu, like, parti, need, common",hunt,transport,right,make,fish,issu,like,parti,need,common
20190618-HAN436-E.pdf,2019-06-18,42-1,114318,49307,0.3593327765918387,2,work,"plan, carbon, work, climat, chang, us, emiss, say, tax, go",plan,carbon,work,climat,chang,us,emiss,say,tax,go
20090511-HAN055-E.pdf,2009-05-11,40-2,69028,29448,0.22437444533024584,3,work,"farmer, seal, get, work, us, right, hunt, farm, like, need",farmer,seal,get,work,us,right,hunt,farm,like,need
20061102-HAN075-E.pdf,2006-11-02,39-1,78697,32533,0.3053996260999495,4,servic,"veteran, pension, us, work, servic, benefit, know, need, mani, want",veteran,pension,us,work,servic,benefit,know,need,mani,want
20101008-HAN080-E.pdf,2010-10-08,40-3,46978,22564,0.34388257615292966,3,parliamentari,"ontario, tax, qubec, parliamentari, secretari, veteran, like, billion, new, support",ontario,tax,qubec,parliamentari,secretari,veteran,like,billion,new,support
20171201-HAN243-E.pdf,2017-12-01,42-1,44362,18631,0.22953955752320626,3,servic,"veteran, tax, benefit, servic, work, want, question, money, financ, share",veteran,tax,benefit,servic,work,want,question,money,financ,share
20190411-HAN403-E.pdf,2019-04-11,42-1,62931,25591,0.2580688725046623,1,know,"budget, know, like, common, make, get, want, year, need, help",budget,know,like,common,make,get,want,year,need,help
20170310-HAN152-E.pdf,2017-03-10,42-1,46456,18460,0.23379297162131515,1,food,"secur, food, work, nation, label, support, oversight, inform, health, common",secur,food,work,nation,label,support,oversight,inform,health,common
20141210-HAN159-E.pdf,2014-12-10,41-2,40433,16767,0.24592106761354174,6,common,"victim, right, support, question, parliamentari, veteran, common, us, stand, like",victim,right,support,question,parliamentari,veteran,common,us,stand,like
20131104-HAN013-E.pdf,2013-11-04,41-2,64706,27190,0.22381758890533524,1,oil,"like, oil, site, know, want, inject, health, servic, need, support",like,oil,site,know,want,inject,health,servic,need,support
20200227-HAN025-E.pdf,2020-02-27,43-1,71356,34446,0.39125087355010796,3,medic,"care, assist, die, medic, issu, person, consent, palli, make, death",care,assist,die,medic,issu,person,consent,palli,make,death
20130423-HAN238-E.pdf,2013-04-23,41-1,73307,30856,0.279927564899913,1,women,"right, women, terror, like, legisl, need, colleagu, terrorist, use, make",right,women,terror,like,legisl,need,colleagu,terrorist,use,make
20070319-HAN123-E.pdf,2007-03-19,39-1,55901,23825,0.25346661818253746,4,health,"senior, incom, work, right, health, need, issu, know, nation, help",senior,incom,work,right,health,need,issu,know,nation,help
20210510-HAN098-E.pdf,2021-05-10,43-2,80915,38053,0.28493046570244096,5,day,"elect, want, import, common, need, day, issu, line, work, report",elect,want,import,common,need,day,issu,line,work,report
20100922-HAN068-E.pdf,2010-09-22,40-3,39992,16190,0.3089374933067403,5,quebec,"immigr, work, consult, support, year, quebec, languag, common, us, come",immigr,work,consult,support,year,quebec,languag,common,us,come
20131122-HAN022-E.pdf,2013-11-22,41-2,52753,24539,0.3363076455583844,2,secretari,"prison, drug, secretari, parliamentari, ontario, make, qubec, common, get, state",prison,drug,secretari,parliamentari,ontario,make,qubec,common,get,state
20100610-HAN060-E.pdf,2010-06-10,40-3,68611,28440,0.4049655497019848,3,regul,"quebec, secur, system, regul, nation, feder, say, like, financi, provinc",quebec,secur,system,regul,nation,feder,say,like,financi,provinc
20170215-HAN141-E.pdf,2017-02-15,42-1,46968,19712,0.3047571647929363,1,commun,"health, commun, work, support, need, us, question, common, site, today",health,commun,work,support,need,us,question,common,site,today
20230530-HAN202-E.pdf,2023-05-30,44-1,61018,28015,0.3786790919750472,0,interfer,"interfer, johnston, inquiri, report, want, foreign, question, common, say, know",interfer,johnston,inquiri,report,want,foreign,question,common,say,know
20201105-HAN027-E.pdf,2020-11-05,43-2,107268,50335,0.30475457170272985,6,chrystia,"busi, need, freeland, work, support, tax, chrystia, common, import, know",busi,need,freeland,work,support,tax,chrystia,common,import,know
20180919-HAN321-E.pdf,2018-09-19,42-1,47288,19474,0.27194155507234197,3,access,"sikh, right, disabl, access, trudeau, know, commun, work, get, common",sikh,right,disabl,access,trudeau,know,commun,work,get,common
20221121-HAN131-E.pdf,2022-11-21,44-1,67040,31837,0.3235750511110082,3,make,"need, tax, health, make, get, like, want, support, increas, inflat",need,tax,health,make,get,like,want,support,increas,inflat
20160531-HAN062-E.pdf,2016-05-31,42-1,79633,33538,0.34299383654400384,3,assist,"care, court, right, assist, die, medic, us, import, may, legisl",care,court,right,assist,die,medic,us,import,may,legisl
20130510-HAN251-E.pdf,2013-05-10,41-1,53356,25873,0.29398353059835486,5,parliamentari,"nuclear, victim, intern, ontario, like, parliamentari, secretari, convent, common, year",nuclear,victim,intern,ontario,like,parliamentari,secretari,convent,common,year
20090528-HAN063-E.pdf,2009-05-28,40-2,106365,46495,0.24730707017011858,1,million,"want, million, like, go, need, area, nuclear, make, know, question",want,million,like,go,need,area,nuclear,make,know,question
20070322-HAN126-E.pdf,2007-03-22,39-1,80278,32232,0.46735023674006276,3,scotia,"provinc, nova, accord, scotia, say, atlant, budget, said, equal, newfoundland",provinc,nova,accord,scotia,say,atlant,budget,said,equal,newfoundland
20090508-HAN054-E.pdf,2009-05-08,40-2,46287,22287,0.32252464687410415,3,qubec,"ontario, airlin, parliamentari, qubec, secretari, spam, right, legisl, protect, common",ontario,airlin,parliamentari,qubec,secretari,spam,right,legisl,protect,common
20150504-HAN206-E.pdf,2015-05-04,41-2,71515,30530,0.34049814461123956,1,secur,"right, secur, legisl, nation, csi, protect, like, threat, new, said",right,secur,legisl,nation,csi,protect,like,threat,new,said
20081118-HAN001-E.pdf,2008-11-18,40-1,10853,4149,0.4093017683971039,3,sit,"ballot, translat, english, sit, presid, work, parliament, common, plamondon, order",ballot,translat,english,sit,presid,work,parliament,common,plamondon,order
20090601-HAN065-E.pdf,2009-06-01,40-2,65724,27925,0.41138285384410256,6,us,"agreement, trade, countri, free, right, peru, us, work, compani, like",agreement,trade,countri,free,right,peru,us,work,compani,like
20150612-HAN230-E.pdf,2015-06-12,41-2,50621,24471,0.3544922109748759,5,forc,"marriag, women, secretari, ontario, parliamentari, forc, common, qubec, question, take",marriag,women,secretari,ontario,parliamentari,forc,common,qubec,question,take
20141209-HAN158-E.pdf,2014-12-09,41-2,72660,30966,0.29625434634449804,3,budget,"job, measur, like, budget, tax, busi, famili, new, want, support",job,measur,like,budget,tax,busi,famili,new,want,support
20080402-HAN070-E.pdf,2008-04-02,39-2,44498,18252,0.2384276426434675,3,order,"tax, commun, corpor, order, parti, invest, countri, busi, immigr, nation",tax,commun,corpor,order,parti,invest,countri,busi,immigr,nation
20221212-HAN146-E.pdf,2022-12-12,44-1,24008,11115,0.1840671015452984,1,week,"sanction, week, need, benefit, inadmiss, support, ei, common, import, colleagu",sanction,week,need,benefit,inadmiss,support,ei,common,import,colleagu
20080414-HAN078-E.pdf,2008-04-14,39-2,66403,27488,0.26479546287013883,4,court,"judg, appoint, case, justic, court, rare, make, get, common, system",judg,appoint,case,justic,court,rare,make,get,common,system
20070206-HAN104-E.pdf,2007-02-06,39-1,78201,33391,0.3971790741957318,0,drug,"drug, alcohol, test, impair, drive, crimin, need, work, make, legisl",drug,alcohol,test,impair,drive,crimin,need,work,make,legisl
20111027-HAN038-E.pdf,2011-10-27,41-1,104790,44143,0.23967591044140904,5,egypt,"registri, gun, want, long, polic, egypt, right, firearm, know, countri",registri,gun,want,long,polic,egypt,right,firearm,know,countri
20111118-HAN049-E.pdf,2011-11-18,41-1,53674,25330,0.3204878642228169,3,wheat,"farmer, board, flag, wheat, ontario, parliamentari, want, secretari, like, qubec",farmer,board,flag,wheat,ontario,parliamentari,want,secretari,like,qubec
20100304-HAN002-E.pdf,2010-03-04,40-3,59117,24546,0.3252355967646926,1,countri,"job, countri, need, tax, take, help, econom, like, right, world",job,countri,need,tax,take,help,econom,like,right,world
20080530-HAN102-E.pdf,2008-05-30,39-2,49987,22939,0.35345148838763346,5,new,"ontario, immigr, parliamentari, secretari, common, new, system, chang, countri, work",ontario,immigr,parliamentari,secretari,common,new,system,chang,countri,work
20100325-HAN017-E.pdf,2010-03-25,40-3,72625,30606,0.32599742496060047,2,right,"trade, agreement, right, colombia, free, human, want, countri, us, say",trade,agreement,right,colombia,free,human,want,countri,us,say
20160415-HAN040-E.pdf,2016-04-15,42-1,41556,17008,0.1975767051597106,4,support,"air, job, organ, need, support, work, chang, make, know, health",air,job,organ,need,support,work,chang,make,know,health
20150311-HAN184-E.pdf,2015-03-11,41-2,37308,15473,0.29133536512551544,0,invest,"invest, yukon, first, develop, nation, work, right, need, provid, common",invest,yukon,first,develop,nation,work,right,need,provid,common
20100422-HAN031-E.pdf,2010-04-22,40-3,68906,28557,0.36991023655851446,2,go,"make, crime, go, want, us, know, offend, right, system, countri",make,crime,go,want,us,know,offend,right,system,countri
20220617-HAN091-E.pdf,2022-06-17,44-1,38167,18630,0.23660394016487032,1,content,"support, content, environment, common, question, commun, want, parliamentari, right, ms",support,content,environment,common,question,commun,want,parliamentari,right,ms
20060615-HAN041-E.pdf,2006-06-15,39-1,80824,35145,0.3085966583955921,3,care,"senior, incom, health, care, support, work, year, need, take, issu",senior,incom,health,care,support,work,year,need,take,issu
20170608-HAN190-E.pdf,2017-06-08,42-1,123118,53211,0.27210069707113643,0,nuclear,"nuclear, weapon, work, support, want, disarma, say, make, state, countri",nuclear,weapon,work,support,want,disarma,say,make,state,countri
20141030-HAN135-E.pdf,2014-10-30,41-2,74315,31299,0.35729889422302447,0,job,"job, budget, tax, make, busi, support, like, thing, talk, common",job,budget,tax,make,busi,support,like,thing,talk,common
20161212-HAN126-E.pdf,2016-12-12,42-1,72162,31293,0.33776929576858267,4,ceta,"trade, agreement, deal, job, ceta, want, import, make, us, need",trade,agreement,deal,job,ceta,want,import,make,us,need
20101020-HAN083-E.pdf,2010-10-20,40-3,48530,20081,0.32989287768579695,4,panama,"tax, countri, agreement, trade, panama, support, want, right, need, work",tax,countri,agreement,trade,panama,support,want,right,need,work
20220621-HAN093-E.pdf,2022-06-21,44-1,64868,30398,0.33632134167433264,1,want,"gun, want, know, firearm, need, issu, us, work, question, ride",gun,want,know,firearm,need,issu,us,work,question,ride
20171120-HAN234-E.pdf,2017-11-20,42-1,75866,32030,0.269017196924589,1,inform,"secur, inform, work, right, us, nation, make, offic, agenc, want",secur,inform,work,right,us,nation,make,offic,agenc,want
